Frame #,Right_Knee (X),Right_Knee (Y),Right_Knee (Z),Left_Knee (X),Left_Knee (Y),Left_Knee (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),Left_Hip (X),Left_Hip (Y),Left_Hip (Z),Nose (X),Nose (Y),Nose (Z),Left_Hip (X)_smoothed,Left_Hip (Y)_smoothed,Left_Knee (X)_smoothed,Left_Knee (Y)_smoothed,Nose (X)_smoothed,Nose (Y)_smoothed,angles,velocity,roughness
1,0.5736371874809265,-0.6789698004722595,0.0010429871035739,0.4806132018566131,-0.6750964522361755,-0.0419338084757328,0.5763877630233765,-0.5698158144950867,-0.0052610128186643,0.4834115505218506,-0.5706475973129272,0.004764346871525,0.5146682858467102,-0.3896609544754028,0.1109790354967117,0.4834112791758388,-0.5706489232214269,0.4806126396005525,-0.6750986671556378,0.5146672663290909,-0.3896599112234649,188.26325762263025,,
2,0.5732405781745911,-0.678638756275177,0.033785730600357,0.4803214073181152,-0.6755234599113464,-0.0488290451467037,0.5766236186027527,-0.5683125853538513,0.0045888861641287,0.4837158322334289,-0.569896399974823,-0.0051416885107755,0.5145980715751648,-0.3896733224391937,0.1250586062669754,0.4834247117220369,-0.5702027095370474,0.4802801228426718,-0.6754552894598143,0.5148916833730587,-0.3897034222188139,188.22909997847583,-2.049458649265148,
3,0.5729227662086487,-0.6783676147460938,0.0322991125285625,0.4800119400024414,-0.675870954990387,-0.053468182682991,0.5764095783233643,-0.567900538444519,0.0044935247860848,0.4836444556713104,-0.5697126388549805,-0.0050289910286664,0.5150924324989319,-0.3897930979728699,0.117682546377182,0.4834247281005528,-0.5697958006907011,0.4799626551928306,-0.675771291067348,0.5151046541096389,-0.3897266156376933,188.1802359265201,-2.931843117343078,0.00010813921520905166
4,0.5724785327911377,-0.6781107187271118,0.0355712883174419,0.4795184731483459,-0.6761972904205322,-0.0585349649190902,0.5761609673500061,-0.5674470067024231,0.0069248033687472,0.4832785725593567,-0.5694347620010376,-0.0074175791814923,0.515540361404419,-0.3898050189018249,0.0719319581985473,0.4834057556586102,-0.5694558294789375,0.4796736415155417,-0.6760169910212351,0.5152969101106875,-0.3897156426840821,188.13029089985292,-2.996701600031315,7.778139722490685e-05
5,0.5722160339355469,-0.6778443455696106,0.0386324375867843,0.4793979227542877,-0.676222026348114,-0.0574795417487621,0.5760959982872009,-0.5670859813690186,0.0074555529281497,0.483194351196289,-0.5692030787467957,-0.0079154865816235,0.5156493186950684,-0.38978111743927,0.022704878821969,0.483370885996728,-0.5691946863603708,0.4794220497998153,-0.6761820682586682,0.5154671684672468,-0.3896677660413195,188.0872157879816,-2.5845067122799037,5.2243097536213855e-05
6,0.5720948576927185,-0.6777873635292053,0.0347889848053455,0.4792793691158294,-0.6762399077415466,-0.0576077103614807,0.5760964751243591,-0.5670115351676941,0.0069191474467515,0.483298510313034,-0.5691370368003845,-0.007386936340481,0.5156501531600952,-0.3896422982215881,0.0432213060557842,0.4833261130606489,-0.5690113068626432,0.4792108748821416,-0.6762766491746867,0.5156271500978333,-0.3895925928100085,188.055789574445,-1.8855728121963011,7.085496822819317e-05
7,0.5720497369766235,-0.6776482462882996,0.0344031117856502,0.4790650010108948,-0.676252543926239,-0.0582616031169891,0.5760374069213867,-0.5667559504508972,0.0070281820371747,0.4832939505577087,-0.5688778758049011,-0.0075084217824041,0.5157493352890015,-0.3893386125564575,0.0506034865975379,0.4832749187766068,-0.5688975741087299,0.47903800231147,-0.6763255543939801,0.51579983827613,-0.389508089801704,188.04069330359695,-0.9057762508820132,0.0002134389470068876
8,0.5720371007919312,-0.67762291431427,0.0447486713528633,0.4789068698883056,-0.6762725710868835,-0.0576485805213451,0.5760149359703064,-0.5667112469673157,0.0085030775517225,0.4832858741283417,-0.5688291192054749,-0.0089953076094388,0.5158094763755798,-0.3892859518527984,0.060632649809122,0.4832176366540989,-0.5688432798231378,0.4788985729096386,-0.6763589045726833,0.5160097715858418,-0.389432411374311,188.04744851184944,0.4053124951491327,0.0005211521454573962
9,0.5720358490943909,-0.6776205897331238,0.0562869235873222,0.4787523746490478,-0.6764076948165894,-0.0524048693478107,0.5760127902030945,-0.5667291283607483,0.008877532556653,0.4831926226615906,-0.5688763856887817,-0.0093790451064705,0.5161228775978088,-0.3893336355686188,0.1076361835002899,0.4831543575089632,-0.568838628163372,0.4787867040598453,-0.676403388489604,0.5162703551746931,-0.3893759226943474,188.08042459516585,1.97856499898478,0.0009266736985724783
10,0.5720280408859253,-0.6776553392410278,0.0650682225823402,0.4786569774150848,-0.6764739155769348,-0.0491287112236022,0.5759803652763367,-0.5667405724525452,0.0103423651307821,0.4830996394157409,-0.5688992738723755,-0.0108560984954237,0.516400933265686,-0.3893779218196869,0.1248679682612419,0.4830877819855262,-0.5688749042039478,0.4786958612895723,-0.6764769004641614,0.5165751635049993,-0.3893382655640653,188.13951861531817,3.545641209138921,0.0013233863171183188
