Frame #,Right_Shoulder (X),Right_Shoulder (Y),Right_Shoulder (Z),Right_Elbow (X),Right_Elbow (Y),Right_Elbow (Z),Right_Pinky (X),Right_Pinky (Y),Right_Pinky (Z),Right_Hip (X),Right_Hip (Y),Right_Hip (Z),corrected_angles,Right_Shoulder (X)_smoothed,Right_Shoulder (Y)_smoothed,Right_Hip (X)_smoothed,Right_Hip (Y)_smoothed,Right_Pinky (X)_smoothed,Right_Pinky (Y)_smoothed,angles,velocity,roughness
1,0.7088782787322998,-0.4645745456218719,-0.3835292160511017,0.6400114297866821,-0.6354678273200989,-0.4820460677146911,0.4931153953075409,-0.8113340735435486,-0.8440306782722473,0.7755978107452393,-0.7174639105796814,-0.0454345420002937,46.6704730568149,0.708878669476794,-0.4645747807203138,0.775597375491008,-0.7174644598120776,0.4931133377044283,-0.8113348675608792,46.67053074652506,,
2,0.7088161110877991,-0.4645819664001465,-0.3836665749549866,0.6455052495002747,-0.635267972946167,-0.4666831493377685,0.4963787496089935,-0.808411180973053,-0.8479297757148743,0.7766216397285461,-0.7144442200660706,-0.0446772649884223,46.89294384491086,0.7074502897598944,-0.4649853079718376,0.7757825836303369,-0.7155557584129232,0.4947335215304688,-0.810032125759106,46.765243335274704,5.682755324978643,
3,0.7066758871078491,-0.4650939404964447,-0.441276341676712,0.6459599733352661,-0.635482907295227,-0.5354860424995422,0.4967100918292999,-0.8082736134529114,-0.9585049152374268,0.7765080332756042,-0.7127789855003357,-0.0482670105993747,47.20455370945717,0.7060884743503733,-0.4653914492691886,0.7757681762390372,-0.7138852147529335,0.4961493498733162,-0.8088881712498471,46.89773434113308,7.949460351502608,0.0007136043996206959
4,0.7041875720024109,-0.4660989642143249,-0.4457457065582275,0.6462027430534363,-0.6355232000350952,-0.5305034518241882,0.4975136220455169,-0.8079677224159241,-0.9221997857093812,0.776107907295227,-0.7122256755828857,-0.0526759847998619,47.4435305535182,0.7048737312182431,-0.4657819697568026,0.775427674658966,-0.7126124070975102,0.4972236374155695,-0.8080046191175053,47.01868784398672,7.257210171218276,0.0003748180579731558
5,0.7032067775726318,-0.4663957059383392,-0.4196337461471557,0.6467018127441406,-0.6355050802230835,-0.4801406860351562,0.4976975619792938,-0.8077212572097778,-0.8811807036399841,0.7753763794898987,-0.7117186188697815,-0.0554459914565086,47.44472632319622,0.7038880377281619,-0.4661414853905774,0.7747512548669943,-0.7117803981301484,0.4979142518988801,-0.8074053408857188,47.09347079993313,4.486977356784649,0.0006756697531554219
6,0.7029511332511902,-0.4664705693721771,-0.3972495496273041,0.6470215916633606,-0.6354265809059143,-0.4669859111309051,0.4979311823844909,-0.8074074983596802,-0.857039213180542,0.7734858393669128,-0.7117049694061279,-0.0573449544608593,47.06666952586414,0.7031832254897411,-0.4664592064986402,0.7738412100030969,-0.71132847950346,0.4982587854776137,-0.8070551806462625,47.10789159101796,0.8652474650898512,0.002174409752518796
7,0.7028223276138306,-0.4666169285774231,-0.4098371863365173,0.647368311882019,-0.6354259848594666,-0.4806919693946838,0.4980547428131103,-0.8070305585861206,-0.8685047626495361,0.7719188332557678,-0.7116950750350952,-0.0596738941967487,46.77308278072695,0.7027590912144908,-0.466733890690443,0.772865010563087,-0.7111391690135905,0.4983373567980393,-0.8068936069028948,47.06844130047568,-2.3670174325366133,0.005288647601247944
8,0.702806293964386,-0.4667870700359344,-0.4180428385734558,0.6479122638702393,-0.6354368925094604,-0.4866630733013153,0.4981169998645782,-0.8068392276763916,-0.8654499650001526,0.7714434862136841,-0.7114964127540588,-0.0626592636108398,46.71319491688837,0.7025672652415655,-0.4669706343068154,0.7719890306428515,-0.711091559266209,0.4982374187166767,-0.8068606670587717,46.99594240485669,-4.349933737139509,0.006328412525483881
9,0.702702522277832,-0.4672169387340545,-0.4279917478561401,0.6482799053192139,-0.6354488730430603,-0.4928514361381531,0.4980755150318146,-0.8068713545799255,-0.8672927021980286,0.7711533308029175,-0.7111004590988159,-0.0622417591512203,46.744976618220335,0.702533717131027,-0.4671743317483393,0.7713246840593697,-0.7110982559673261,0.4980331816659064,-0.8069078353847976,46.915564719428446,-4.822661125694765,0.0042366403891271375
10,0.7027121186256409,-0.467402845621109,-0.4316518306732178,0.6486830115318298,-0.6352542042732239,-0.4976359009742737,0.4979995787143707,-0.806880533695221,-0.8702521920204163,0.7710216641426086,-0.7109915614128113,-0.062031053006649,46.755986218929365,0.7025839251540028,-0.4673463916609394,0.7709085914647167,-0.7111164656482569,0.4977802271916762,-0.8069980068133842,46.84793916620151,-4.057533193615939,0.0014992514092058238
11,0.7027203440666199,-0.4675326943397522,-0.4333397448062897,0.6487790942192078,-0.635131299495697,-0.4997322261333465,0.4973495602607727,-0.8071601986885071,-0.877672016620636,0.7710250020027161,-0.7110118865966797,-0.0643768459558487,46.8318262178592,0.7026597889422976,-0.4674862528335137,0.7707159219418925,-0.7111381501468251,0.4975184142669872,-0.807102123874033,46.80459815032682,-2.6004609524817113,0.00033181611942264015
12,0.7027115225791931,-0.4676157236099243,-0.4270029664039612,0.6487960815429688,-0.6350129842758179,-0.4872618615627289,0.4972420036792755,-0.8072478175163269,-0.8673890829086304,0.7709586024284363,-0.7110441327095032,-0.0651873350143432,46.83422336470426,0.7027255036258834,-0.4675946005694296,0.7706900003487323,-0.7111718620999218,0.4972756556449068,-0.8071972630254708,46.78805502253023,-0.9925876677952772,0.0006796758480870062
13,0.7027149796485901,-0.4676539003849029,-0.4054045081138611,0.6488066911697388,-0.634871244430542,-0.4545928537845611,0.4971981942653656,-0.8072559237480164,-0.828568160533905,0.7708064913749695,-0.7111596465110779,-0.065584972500801,46.80363324048574,0.7027647642214888,-0.467674992070478,0.7707698482249817,-0.7112271783823831,0.4970700346990964,-0.8072667504408186,46.794703568689954,0.3989127695834327,0.0012826739570212305
14,0.7026899456977844,-0.4676975309848785,-0.3993581235408783,0.6488043069839478,-0.6348341107368469,-0.439135193824768,0.4968793392181396,-0.8072677254676819,-0.8102701902389526,0.7709014415740967,-0.7113357782363892,-0.0654480457305908,46.86037049836119,0.7027735058594563,-0.4677331256272018,0.7709053119077207,-0.711306514388339,0.4969115943289325,-0.8073004899847798,46.818218122620635,1.4108732358408815,0.0013567999035444761
15,0.7026928067207336,-0.4677671194076538,-0.4003600478172302,0.6487986445426941,-0.6348311901092529,-0.4428928196430206,0.4967752993106842,-0.807289183139801,-0.8174862861633301,0.7709397673606873,-0.7114299535751343,-0.065369963645935,46.88339320857392,0.7027523392404196,-0.4677749771269984,0.7710593388003966,-0.7114040068434565,0.4968042994761285,-0.8072943772551385,46.85193706781687,2.0231367117740717,0.000970756692155794
16,0.7026838660240173,-0.467807799577713,-0.4000283181667328,0.6487891674041748,-0.63481605052948,-0.4383120536804199,0.4967573881149292,-0.8072697520256042,-0.8117474913597107,0.7710639238357544,-0.7114778757095337,-0.0651665478944778,46.91757164880619,0.70270174228273,-0.4678053466309571,0.7712034118985116,-0.7115086151885632,0.4967472737203701,-0.8072493953533042,46.88989683005898,2.2775857345266104,0.0004983875879263386
17,0.7026675343513489,-0.4678332507610321,-0.3803269863128662,0.6487557291984558,-0.6348064541816711,-0.4168970584869385,0.496748685836792,-0.8072217702865601,-0.7777059674263,0.7712745666503906,-0.7116729617118835,-0.0646386444568634,46.961190216288855,0.7026212468857452,-0.4678275257463763,0.7713133094417429,-0.7116084597360168,0.4967353939977606,-0.8071711359358806,46.92697762397328,2.2248476348579516,0.0001725339165487436
18,0.7026013135910034,-0.4678381681442261,-0.3659863471984863,0.6487104892730713,-0.6346808671951294,-0.3968362212181091,0.4967566132545471,-0.8070862889289856,-0.7505340576171875,0.7715223431587219,-0.7117376923561096,-0.0628992542624473,47.02722046225625,0.7025117528220267,-0.4678438251643894,0.7713697279786038,-0.7116946963489184,0.4967600035136528,-0.8070693009824222,46.958871303984395,1.913620800666962,3.320702520204109e-05
19,0.702423095703125,-0.4678462147712707,-0.3686302602291107,0.648626983165741,-0.6346229910850525,-0.4020676612854004,0.4967671036720276,-0.8069202899932861,-0.7610902190208435,0.7715693116188049,-0.711757481098175,-0.0618403106927871,47.06520794877292,0.7023784597906244,-0.4678564101669888,0.771363647072714,-0.711764095185246,0.4968098149954561,-0.8069560897218876,46.98240289041982,1.4118951861254914,3.312772032595425e-05
20,0.7021933197975159,-0.4678804278373718,-0.3677535653114319,0.6484421491622925,-0.6345492005348206,-0.404323399066925,0.4968687295913696,-0.8067668676376343,-0.7640919089317322,0.7713662981987,-0.7118149995803833,-0.0626570135354995,47.04268693314509,0.7022316935725617,-0.4678682129228991,0.771301694782551,-0.7118197197874508,0.4968719304669083,-0.8068431525537141,46.99623121281939,0.8296993439741129,0.00010348341389910478
21,0.7020196318626404,-0.4679096639156341,-0.3706009685993194,0.6479933261871338,-0.6345445513725281,-0.4059167802333832,0.4969477951526642,-0.8067224621772766,-0.7710696458816528,0.7710568904876709,-0.7118587493896484,-0.066210351884365,46.98653082072667,0.7020845632827843,-0.4678839322279735,0.7712058200136164,-0.7118698054239144,0.4969334284732694,-0.806738302957716,47.00142982146088,0.3119165184895678,0.00016906351502913761
22,0.7018980979919434,-0.4679431617259979,-0.3672696352005005,0.6477900743484497,-0.6345260143280029,-0.4101957678794861,0.4970499575138092,-0.8066453337669373,-0.7662575244903564,0.7709660530090332,-0.711945652961731,-0.0676741898059845,46.97050933705248,0.7019488771395577,-0.4679108944911149,0.7711059446484569,-0.7119257529344601,0.4969837877550472,-0.8066438471479206,47.0013759043063,-0.0032350292748617,0.00017054312519263552
23,0.7018622159957886,-0.467973381280899,-0.3678396940231323,0.6476688385009766,-0.6345241665840149,-0.4131464064121246,0.497050017118454,-0.8065739870071411,-0.7691100835800171,0.7710247039794922,-0.7119907140731812,-0.0675582066178321,46.993301637084016,0.701831955648652,-0.4679591416822297,0.7710300560101744,-0.7120000365612948,0.4970173892770397,-0.8065574109210225,47.00084867194916,-0.0316339414285948,0.0001049611472824641
24,0.7017378807067871,-0.4680530130863189,-0.3628738820552826,0.647475004196167,-0.6345469951629639,-0.4075339138507843,0.4970317780971527,-0.8065112829208374,-0.7562501430511475,0.7710711359977722,-0.7121480703353882,-0.0672197788953781,47.0231342546482,0.7017359099354445,-0.4680400915086866,0.7709974525069813,-0.71210411424006,0.497034647306646,-0.8064745319786067,47.004771821549966,0.2353889760485117,3.346155000526855e-05
25,0.7016595005989075,-0.4681374728679657,-0.3613826632499695,0.6472437977790833,-0.6345494389533997,-0.4053121209144592,0.4970110952854156,-0.8064190149307251,-0.7529709339141846,0.7710456848144531,-0.7122157216072083,-0.0667432621121406,47.04176745039149,0.7016589308501541,-0.4681635980062623,0.7710167521450193,-0.7122459956553048,0.4970408819902488,-0.8063914931378954,47.017107570635346,0.7401449451228359,2.6925939495298348e-05
26,0.7016196846961975,-0.4682395756244659,-0.3625630140304565,0.6472111940383911,-0.6345475912094116,-0.4057334661483764,0.4970242977142334,-0.806300163269043,-0.7561534643173218,0.771032452583313,-0.7123228311538696,-0.0666846856474876,47.057237523405206,0.7015972005082118,-0.4683339789218028,0.7710860297833795,-0.7124273229179625,0.4970434419799943,-0.8063071060155277,47.040077997911304,1.3782256365574597,9.91867274893075e-05
27,0.7015504240989685,-0.468452125787735,-0.3652614653110504,0.6471391916275024,-0.6346361637115479,-0.4152180552482605,0.4970145225524902,-0.8062266111373901,-0.7724898457527161,0.771032989025116,-0.7125691175460815,-0.0654588118195533,47.08441923365922,0.7015464848284247,-0.4685464682031438,0.7711925330305283,-0.7126408102759219,0.497048535551897,-0.8062229042992864,47.07363475759587,2.013405581073897,0.0001943170140673094
28,0.7014946341514587,-0.4687848091125488,-0.3758440315723419,0.6469590663909912,-0.6348257660865784,-0.4315407872200012,0.4970159530639648,-0.8061531782150269,-0.7900548577308655,0.7711406946182251,-0.712909460067749,-0.0645693242549896,47.14287941322846,0.7015031093023265,-0.4687862507239071,0.7713128937785794,-0.7128699668243904,0.4970591339781098,-0.8061420051234125,47.11521513543803,2.494822670529544,0.000233562171340491
29,0.7014634013175964,-0.4691304862499237,-0.3799046576023102,0.6468279957771301,-0.6349489688873291,-0.4368178248405456,0.4971256852149963,-0.8059958815574646,-0.7935501337051392,0.7716416120529175,-0.7131521105766296,-0.0642647817730903,47.28511228859503,0.7014643374637337,-0.4690316307876009,0.7714173438326337,-0.713092429585016,0.4970746782074422,-0.8060673088382083,47.16010680640408,2.6935002579631373,0.0001810664487401463
30,0.7014371156692505,-0.4693308472633362,-0.3804593980312347,0.6463599801063538,-0.63502037525177,-0.4404637217521667,0.497139036655426,-0.8059784173965454,-0.7927345037460327,0.7716701030731201,-0.7132799029350281,-0.0642798691987991,47.313026891331106,0.7014283994040749,-0.4692605010524792,0.7714795716400832,-0.7132858786911196,0.4970924848202088,-0.8059998288038515,47.2027087297939,2.556115403389043,8.081310342525117e-05
31,0.7014043927192688,-0.4695079624652862,-0.380418598651886,0.6459344625473022,-0.6351187229156494,-0.4403488636016845,0.497115820646286,-0.8059725165367126,-0.7919260263442993,0.7716822028160095,-0.7135360240936279,-0.0642679706215858,47.33045111584454,0.7013944340669551,-0.4694569062350973,0.7714882599213932,-0.7134339305654114,0.4971097025858702,-0.8059380807936739,47.238425412453495,2.1430009595758293,2.3127997438138744e-05
32,0.7013731002807617,-0.4695996940135956,-0.3887494504451751,0.6457366347312927,-0.6351341009140015,-0.458378791809082,0.4970921277999878,-0.805905282497406,-0.8115051984786987,0.7714365720748901,-0.7135446071624756,-0.0670719742774963,47.3002167491818,0.7013623120470421,-0.4696144983306644,0.7714528612739029,-0.713529926055479,0.4971242664337347,-0.8058790420421775,47.26533128309747,1.6143522386383324,5.2302384393111635e-05
33,0.7012981176376343,-0.4697011113166809,-0.3901828825473785,0.6453778743743896,-0.6351502537727356,-0.4562948048114776,0.4970985054969787,-0.8058245778083801,-0.8079457879066467,0.7711924314498901,-0.7135601043701172,-0.0681682750582695,47.27249614997811,0.7013321130524315,-0.4697359570930565,0.7713992702833253,-0.7135777264821893,0.4971343616054751,-0.8058199931852004,47.28473549792755,1.164252889804942,0.0001147215468522364
34,0.7012848258018494,-0.4698240458965301,-0.3916931748390198,0.6452038884162903,-0.6351470351219177,-0.4548419713973999,0.4971344470977783,-0.8057544827461243,-0.8060591220855713,0.7712405920028687,-0.7135737538337708,-0.0689164325594902,47.30112137012708,0.7013033030812468,-0.4698297852014731,0.7713580738960834,-0.7135896286925139,0.4971374367954694,-0.805759929748276,47.30041681261994,0.9408788815436252,0.00012489469665579486
35,0.701267421245575,-0.4698993861675262,-0.3915750980377197,0.6451423764228821,-0.6351359486579895,-0.4550859034061432,0.4971395432949066,-0.8057165145874023,-0.8051650524139404,0.7712686061859131,-0.7135800123214722,-0.0703646838665008,47.321069671637986,0.7012741599090397,-0.4699066017499533,0.771352732113153,-0.7135825306892621,0.4971301198474566,-0.8056999215353943,47.317044881809686,0.9976841513845612,7.099400809844773e-05
36,0.7012566328048706,-0.4699611663818359,-0.4040677547454834,0.6451101899147034,-0.6351093649864197,-0.4643889963626861,0.4971283376216888,-0.8056542873382568,-0.8226817846298218,0.771461546421051,-0.7135692834854126,-0.0703192427754402,47.37929230248665,0.7012420842108401,-0.4699762438263766,0.7713939083029766,-0.7135738424311382,0.4971094105182423,-0.8056426483521649,47.33862315769163,1.2946965529165766,2.0137525904737084e-05
37,0.7012417912483215,-0.4700343906879425,-0.401755541563034,0.6450884342193604,-0.6349831819534302,-0.4635177552700043,0.4970979988574981,-0.8055525422096252,-0.8207914233207703,0.7715866565704346,-0.713567316532135,-0.0701843872666359,47.42958856049131,0.7012048303909234,-0.4700459099895449,0.7714809847589527,-0.7135779466196907,0.4970744685263656,-0.8055914279331683,47.36756334452557,1.7364112100365503,2.794934897138623e-05
38,0.7011750936508179,-0.4701192677021026,-0.4004219770431518,0.6450554132461548,-0.6349743008613586,-0.4616653025150299,0.4970739781856537,-0.8055269718170166,-0.8184364438056946,0.7716355323791504,-0.7135751247406006,-0.0701372176408767,47.46258183550833,0.7011619162025905,-0.4701191856348768,0.7716071377809907,-0.7136032947450325,0.4970279692369072,-0.8055489812765828,47.40450561718047,2.2165363592938547,8.032698380464404e-05
